3720.40, -1544, -480, 1200, 0
3745.58, -560, -664, 1200, 0
3770.69, -1420, -92, 1200, 0
3795.80, -868, -1040, 1200, 0
3820.93, -1088, -768, 1200, 0
3846.11, -1196, -128, 1200, 0
3871.26, -1252, -380, 1200, 0
3896.38, -1100, -612, 1200, 0
3921.52, -708, -92, 1200, 0
3946.62, -832, -52, 1200, 0
3971.73, -1084, -552, 1200, 0
3996.85, -956, -644, 1200, 0
4021.96, -1000, -148, 1200, 0
4047.12, -1028, -188, 1200, 0
4072.26, -1076, -540, 1200, 0
4097.38, -1344, -220, 1200, 0
4122.56, -1108, -720, 1200, 0
4147.70, -940, -392, 1200, 0
4172.82, -1040, -336, 1200, 0
4197.92, -920, -456, 1200, 0
4223.04, -1300, -884, 1200, 0
4248.15, -708, -724, 1200, 0
4273.26, -964, -780, 1200, 0
4298.37, -1032, -920, 1200, 0
4323.57, -1132, -396, 1200, 0
4348.68, -872, -104, 1200, 0
4373.81, -1128, -264, 1200, 0
4398.93, -836, -432, 1200, 0
4424.08, -1184, -652, 1200, 0
4449.17, -912, -552, 1200, 0
4474.29, -1096, -384, 1200, 0
4499.43, -1084, -500, 1200, 0
4524.58, -908, -672, 1200, 0
4549.68, -768, -416, 1200, 0
4574.79, -1220, -320, 1200, 0
4599.92, -960, -172, 1200, 0
4625.10, -1100, -632, 1200, 0
4650.22, -1012, -968, 1200, 0
4675.36, -1292, -432, 1200, 0
4700.51, -860, -388, 1200, 0
4725.66, -1056, -524, 1200, 0
4750.79, -892, -368, 1200, 0
4775.90, -1220, -492, 1200, 0
4801.00, -788, -272, 1200, 0
4826.13, -1064, -360, 1200, 0
4851.25, -964, -300, 1200, 0
4876.35, -952, -704, 1200, 0
4901.44, -920, -760, 1200, 0
4926.62, -1112, -448, 1200, 0
4951.74, -1152, -316, 1200, 0
4976.85, -808, -560, 1200, 0
5002.01, -1056, -700, 2500, 0
5027.17, -1044, -716, 2500, 0
5052.28, -872, -804, 2500, 0
5077.38, -796, -320, 2500, 0
5102.51, -2340, -828, 2500, 0
5127.72, -1204, -2512, 2500, 0
5152.87, -4784, -2640, 2500, 0
5178.00, 1344, -120, 2500, 0
5203.15, -3000, -1888, 2500, 0
5228.28, -24, 772, 2500, 0
5253.39, -960, -2200, 2500, 0
5278.52, 3368, 2476, 2500, 0
5303.69, -2084, -1484, 2500, 0
5328.83, -7232, -1348, 2500, 0
5353.98, -4496, 8772, 2500, 0
5379.13, -8880, 1820, 2500, 0
5404.32, -5888, 10716, 2500, 0
5429.50, 3908, 18600, 1000, 1
5454.66, 11108, 13012, 1000, 1
5479.83, 1296, -11192, 1000, 1
5505.00, -924, 5504, 1000, 1
5530.11, 2276, 7460, 1000, 1
5555.23, 7252, 4676, 1000, 1
5580.37, 1796, 12360, 1000, 1
5605.54, -1204, 8856, 1000, 1
5630.66, -2204, 9928, 1000, 1
5655.81, 1940, 14804, 1000, 1
5681.01, -3636, 12588, 1000, 1
5706.19, 2428, 14688, 1000, 1
5731.34, -888, 12840, 1000, 1
5756.49, -1696, 10052, 1000, 1
5781.71, -1496, 10084, 1000, 1

